brand,title,type,price,priceWithCurrency,available,availableText,sold,itemLocation,gender,update_year
Giorgio² Armani,My Way by Giorgio Armani 3oz 90ml EDP Perfume for Women New In Box,Eau de Parfum,42.99,US $42.99/ea,5.0,5 available / 243 sold,243.0,"College Point, New York, United States",Women,2024
Yves Saint Laurent,"Libre, Eau De Parfum Intense By Yves Saint Laurent 3oz for Women NEW",Eau de Parfum,98.99,US $98.99,3.0,3 available / 56 sold,56.0,"Houston, Texas, United States",Women,2024
Viktor & Rolf,Flowerbomb by Viktor & Rolf 3.4 oz L'Eau de Parfum Spray Factory Sealed New,Eau de Parfum,42.0,US $42.00/ea,4.0,4 available / 404 sold,404.0,"Chico, California, United States",Women,2024
KENZO,Kenzo Amour by Kenzo EDP For Women Spray 3.3 oz / 100 ml *NEW IN BOX*,Eau de Parfum,39.99,US $39.99,10.0,More than 10 available / 102 sold,102.0,"Miami, Florida, United States",Women,2024
Burberry,Burberry Touch by Burberry 3.3 / 3.4 oz EDP Spray For Women Brand New Sealed,Eau de Parfum,27.99,US $27.99/ea,10.0,More than 10 available / 87 sold,87.0,"Warren, Michigan, United States",Women,2024
Carolina Herrera,Good Girl by Carolina Herrera 2.7 Fl oz Eau De Parfum Spray New & Sealed In Box,Eau de Parfum,42.99,US $42.99/ea,2.0,2 available / 130 sold,130.0,"Santa Cruz, California, United States",Women,2024
Thierry Mugler,Thierry Mugler Angel 1.7oz EDP Women's Perfume Spray New Sealed,Eau de Parfum,43.99,US $43.99/ea,6.0,6 available / 25 sold,25.0,"Detroit, Michigan, United States",Women,2024
Versace,Versace Bright Crystal Eau De Toilette Rollerball Women 0.3 Oz/10 Ml,Eau de Toilette,15.49,US $15.49/ea,10.0,"More than 10 available / 1,089 sold",1089.0,"Keyport, New Jersey, United States",Women,2024
Lattafa,Lattafa Fakhar EDP Spray 3.4 oz / 100 ml for Men,Eau de Parfum,23.25,US $23.25/ea,10.0,More than 10 available / 19 sold,19.0,"New York, New York, United States",Women,2024
Donna Karan,"Be Delicious DKNY by Donna Karan, 8 oz Fragrance Mist for Women",Gift Sets,16.26,US $16.26/ea,10.0,More than 10 available / 110 sold,110.0,"Edison, New Jersey, United States",Women,2024
Yves Saint Laurent,Yves Saint Laurent Libre Eau De Parfum  3.0 oz / 90 ml for Women,Eau De Parfum,49.68,US $49.68/ea,10.0,More than 10 available / 25 sold,25.0,"Sacramento, California, United States",Women,2024
Gucci,Gucci Flora Gorgeous Gardenia 3.3oz Women's Eau de Toilette Spray New Sealed Box,Eau de Toilette,49.99,US $49.99/ea,4.0,4 available / 41 sold,41.0,"El Monte, California, United States",Women,2024
Dolce&Gabbana,Dolce & Gabbana Light Blue 3.3 /3.4 oz Women’s Eau de Toilette Spray NEW,Eau de Toilette,27.9,US $27.90/ea,2.0,2 available / 118 sold,118.0,"Warren, Michigan, United States",Women,2024
Yves Saint Laurent,New Yves Saint Laurent Libre Eau De Parfum EDP Spray for Women 3.0 fl oz/90 ml！,Eau de Parfum,49.99,US $49.99/ea,5.0,5 available / 15 sold,15.0,"Houston, Texas, United States",Women,2024
Juicy Couture,VIVA LA JUICY GOLD COUTURE by Juicy Couture Women 3.3 / 3.4 oz EDP New in Box,Eau de Parfum,36.79,US $36.79/ea,68.0,"68 available / 1,498 sold",1498.0,"Dallas, Texas, United States",Women,2024
Marc Jacobs,Daisy Eau So Fresh Perfume by Marc Jacobs 4.2 oz EDT Spray for Women. Sealed Box,Eau de Toilette,39.99,US $39.99/ea,10.0,"More than 10 available / 1,129 sold",1129.0,"Lincoln Park, Michigan, United States",Women,2024
Maison Margiela,Maison Margiela Replica Sailing Day Eau de Toilette 3.4 oz New in Box US,Eau de Toilette,48.88,US $48.88,10.0,More than 10 available / 14 sold,14.0,"College Point, New York, United States",Women,2024
Carolina Herrera,Carolina Herrera Very Good Girl 2.7 oz Daring Floral EDP New,Eau de Parfum,55.99,US $55.99/ea,6.0,6 available / 193 sold,193.0,"Macomb, Michigan, United States",Women,2024
Giorgio² Armani,My Way by Giorgio Armani 3 oz EDP Perfume for Women New In Box,Eau de Parfum,42.98,US $42.98,10.0,More than 10 available / 29 sold,29.0,"College Point, New York, United States",Women,2024
Jo Malone,Jo Malone London Cologne Spray Travel Size 9ml/0.3oz **Choose Your Scent** NEW,Eau de Cologne,15.98,US $15.98/ea,10.0,More than 10 available / 40 sold,40.0,"Houston, Texas, United States",Women,2024
Elizabeth Arden,Elizabeth Arden White Tea Fragrance Collection Set for Women - 3Pc Mini Gift Set,3 Pc,19.45,US $19.45,50.0,50 available / 2 sold,2.0,"Ronkonkoma, New York, United States",Women,2024
Juliette has a gun,"Not a Perfume by Juliette Has A Gun, 3.3 oz EDP Spray for Women Eau De Parfum","Eau de Parfum, Eau De Parfume",49.99,US $49.99/ea,2.0,2 available / 288 sold,288.0,"Plano, United States",Women,2024
Sol De Janeiro,After Hours by Sol de Janeiro 3OZ/90 ML Fragrance Hair Body Mist Unisex Spray,Body Spray,20.49,US $20.49/ea,8.0,8 available / 190 sold,190.0,"Dayton,New Jersey, Hong Kong",Women,2024
Narciso Rodriguez,Narciso Rodriguez for Her 3.3 fl oz / 100 ml EDP New Sealed Free Shipping,Eau de Parfum,31.0,US $31.00/ea,4.0,4 available / 266 sold,266.0,"Bethpage, New York, United States",Women,2024
Urban Outfitters,Urban Outfitters Le Monde  Gourmand Eau De Parfum Fraise Fouettee 070 1oz.,Eau de Parfum,24.99,US $24.99/ea,9.0,9 available / 9 sold,9.0,"Kennesaw, Georgia, United States",Women,2024
Dossier,Dossier Ambery Vanilla Eau de Parfum. Size: 50ml / 1.7oz,Eau de Parfum,19.0,US $19.00/ea,10.0,More than 10 available / 10 sold,10.0,"Los Angeles, California, United States",Women,2024
Dolce & Gabbana,D&G DOLCE & GABBANA DEVOTION EDP 1.5ml .05fl oz x 4 PERFUME SPRAY SAMPLE VIALS,Eau de Parfum,14.0,US $14.00,10.0,More than 10 available / 266 sold,266.0,"Albany, New York, United States",Women,2024
Maison Alhambra,Glacier Bold EDP Perfume By Maison Alhambra Lattafa 100 M 💯 (Le Beau Le Perfume,Eau de Parfum,34.0,US $34.00,10.0,10 available / 45 sold,45.0,"Astoria, New York, United States",Women,2024
ALT Fragrances,"ALT Fragrances - Crystal No. 23 EDP (Inspired by Baccarat Rouge 540), 2 oz",Extrait de Parfum,49.0,US $49.00,10.0,More than 10 available / 443 sold,443.0,"Van Nuys, California, United States",Women,2024
Estée Lauder,"Estee Lauder Cinnabar Eau De Parfum Spray, 1.7 oz / 50 ml Perfume, NWOB",Eau de Parfum,54.99,US $54.99/ea,10.0,More than 10 available / 17 sold,17.0,"Richmond, Texas, United States",Women,2024
Victoria's Secret,Victoria's Secret Very Sexy Women's Perfume EDP 3.4 oz 100 ml New Sealed,Eau de Parfum,30.99,US $30.99/ea,10.0,More than 10 available / 302 sold,302.0,"Flat Lick, Kentucky, United States",Women,2024
Kim Kardashian,KIM KARDASHIAN GOLD Perfume 3.3 / 3.4 oz EDP For Women NEW IN BOX,Eau de Parfum,16.63,US $16.63/ea,37.0,37 available / 528 sold,528.0,"Dallas, Texas, United States",Women,2024
Thierry Mugler,Angel Standing Star Thierry Mugler 3.3 oz EDP Refillable Perfume for Women NIB,Eau de Parfum,60.0,US $60.00,10.0,More than 10 available / 256 sold,256.0,"Hamtramck, Michigan, United States",Women,2024
Viktor & Rolf,Flowerbomb by Viktor & Rolf EDP for Women 50 ml - 1.7 oz  *NEW IN SEALED BOX*,Eau de Parfum,42.99,US $42.99,10.0,More than 10 available / 155 sold,155.0,"Miami, Florida, United States",Women,2024
Gap,GAP DREAM BODY MIST 8FL OZ/236 mL FREE SHIPPING NEW,Mist,19.0,US $19.00,10.0,More than 10 available / 35 sold,35.0,"Hamtramck, Michigan, United States",Women,2024
Cacharel,AMOR AMOR by Cacharel Perfume for women 3.3 oz / 3.4 oz edt New,Eau de Toilette,25.27,US $25.27/ea,106.0,106 available / 539 sold,539.0,"Dallas, Texas, United States",Women,2024
Dolce&Gabbana,Dolce & Gabbana Light Blue  3.3 oz / 3.4 oz EDT Spray for Women Brand New Sealed,"Eau de Toilette, Spray",29.9,US $29.90/ea,10.0,More than 10 available / 327 sold,327.0,"Walled Lake, Michigan, United States",Women,2024
Jessica McClintock,Jessica Mc Clintock by Jessica McClintock 3.4 oz EDP Perfume for Women Tester,Eau de Parfum,20.93,US $20.93/ea,0.0,"Limited quantity available / 1,484 sold",1484.0,"Hackensack, New Jersey, United States",Women,2024
AS  SHOWN,Women Perfume 3.4 oz / 100 ml Eau De Toilette Spray,Eau de Toilette,30.98,US $30.98,10.0,10 available / 12 sold,12.0,"CA, China",Women,2024
Versace,Versace Bright Crystal Eau De Toilette Spray 6.7 oz Factory Sealed Free Shipping,Eau de Toilette,41.5,US $41.50/ea,3.0,3 available / 255 sold,255.0,"San Jose, California, United States",Women,2024
Kilian,Roses on Ice by Kilian 1.7 oz Eau de Parfum Spray for Women-New In Box,Eau de Parfum,64.99,US $64.99/ea,5.0,5 available / 4 sold,4.0,"New Jersey,United States, Hong Kong",Women,2024
Ariana Grande,"Ariana Grande Cloud Pink - Charming 3.4oz Eau de Parfum, Sealed",Eau de Parfum,29.99,US $29.99/ea,9.0,9 available / 57 sold,57.0,"Dearborn Heights, Michigan, United States",Women,2024
Marc Jacobs,Daisy Eau So Fresh by Marc Jacobs for Women EDT Spray 4.2 oz / 125 ml New In Box,Eau de Toilette,30.79,US $30.79,3.0,3 available / 493 sold,493.0,"Jamaica, New York, United States",Women,2024
Yves Saint Laurent,Mon Paris by Yves Saint Laurent 3 fl oz/90 ml EDP Spray for Women New & Sealed,Eau de Parfum,39.99,US $39.99/ea,10.0,10 available / 66 sold,66.0,"Saint Clair Shores, Michigan, United States",Women,2024
Clinique,Clinique Happy by Clinique 3.3 / 3.4 oz Perfume EDP Spray for women NEW IN BOX,Perfume,21.27,US $21.27,2.0,2 available / 61 sold,61.0,"CA, United States",Women,2024
Unbranded,Yara by Lattafa Perfumes | Eau De Parfum-100ml (3.4 fl oz) |-Female Long Lasting,/,15.89,US $15.89,10.0,More than 10 available / 434 sold,434.0,"shanghai, China",Women,2024
Valentino,Valentine Milano For Women Perfume 3.4 fl.oz from Fragrance Couture.,Perfume,10.99,US $10.99/ea,10.0,More than 10 available / 94 sold,94.0,"Katy, Texas, United States",Women,2024
Giorgio Armani,New Si by Giorgio Armani 3.4 oz / 100 mL EDP Perfume for Women - USA,Eau de Parfum,37.88,US $37.88/ea,8.0,8 available / 108 sold,108.0,"College Point, New York, United States",Women,2024
Dolce&Gabbana,Light Blue 3.3 oz by Dolce & Gabbana EDT Perfume for Women New In Box & SEALED,Eau de Toilette,30.95,US $30.95/ea,8.0,8 available / 245 sold,245.0,"Sterrett, Alabama, United States",Women,2024
Jimmy Choo,ILLICIT FLOWER by Jimmy Choo for women EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,25.23,US $25.23/ea,8.0,8 available / 909 sold,909.0,"Dallas, Texas, United States",Women,2024
Calvin Klein,Obsession by Calvin Klein EDP Perfume for Women 3.3 / 3.4 oz New Tester,Eau de Parfum,23.88,US $23.88/ea,0.0,"Limited quantity available / 5,587 sold",5587.0,"Hackensack, New Jersey, United States",Women,2024
Victoria's Secret,VICTORIA'S SECRET Bombshell Seduction Fine Fragrance Mist 8.4 fl oz - NEW,Fragrance Mist,18.5,US $18.50,6.0,6 available / 23 sold,23.0,"Lisle, Illinois, United States",Women,2024
Alfred Sung,SHI by Alfred Sung Perfume for Women EDP 3.3 / 3.4 oz New In Box Sealed,Eau de Parfum,20.45,US $20.45/ea,110.0,"110 available / 4,308 sold",4308.0,"Dallas, Texas, United States",Women,2024
AS SHOWN,LIBRE By Yves Saint Laurent YSL Eau de Parfum EDP Perfume 3 Oz/90ML for Women,Eau de Parfum,59.99,US $59.99,10.0,More than 10 available / 114 sold,114.0,"New Jersey, United States",Women,2024
Gloria Vanderbilt,VANDERBILT by Gloria 3.4 oz 3.3 edt for Women Perfume  New Box Seal,Eau de Toilette,12.78,US $12.78/ea,149.0,"149 available / 10,268 sold",10268.0,"Dallas, Texas, United States",Women,2024
PRADA,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray Perfume for Women New In Box USA,Eau de Parfum,64.99,US $64.99/ea,10.0,More than 10 available / 123 sold,123.0,"New Jersey, United States",Women,2024
Ariana Grande,Ariana Grande Cloud 2.0 Intense Eau De Parfum - 3.4 Oz  100 mL New & Sealed,Eau de Parfum,33.99,US $33.99,9.0,9 available / 89 sold,89.0,"Las Vegas, Nevada, United States",Women,2024
Dolce&Gabbana,Dolce & Gabbana Light Blue Women 3.4 fl oz 100 ML Eau de Toilette NEW SEALED BOX,Eau de Toilette,29.99,US $29.99/ea,8.0,8 available / 187 sold,187.0,"Durham, North Carolina, United States",Women,2024
Valentino,VALENTINO DONNA BORN IN ROMA INTENSE 3.4 oz 100ml EAU DE PARFUM SPRAY SEALED,Eau de Parfum,100.99,US $100.99,0.0,Last One / 47 sold,47.0,"Buffalo Mills, Pennsylvania, United States",Women,2024
Parfums,Cabotine De Gres by Parfums 3.3 / 3.4 oz EDT Perfume For Women NEW IN BOX,Eau de Toilette,14.75,US $14.75/ea,183.0,"183 available / 1,999 sold",1999.0,"Dallas, Texas, United States",Women,2024
PRADA,Prada Paradoxe EDP Mini Bottle 7ml/.23oz,Eau de Parfum,19.0,US $19.00,10.0,More than 10 available,0.0,"Bowling Green, Kentucky, United States",Women,2024
Jimmy Choo,JIMMY CHOO by Jimmy Choo 3.3 / 3.4 oz Spray EDT for Women NEW IN BOX,Eau de Toilette,33.52,US $33.52/ea,131.0,"131 available / 2,846 sold",2846.0,"Dallas, Texas, United States",Women,2024
Kilian,Good Girl Gone Bad by Kilian 1.7 oz / 50 ml Eau De Parfum Spray - New,Eau de Parfum,100.99,US $100.99,0.0,Last One / 48 sold,48.0,"Buffalo Mills, Pennsylvania, United States",Women,2024
Ouai,OUAI Hair & Body Mist In ST. BARTS 3.3oz / 97ml Full Size NEW RELEASE '24,Fragrance Mist,28.0,US $28.00/ea,2.0,2 available,0.0,"Beverly Hills, California, United States",Women,2024
Lancôme,"La Vie Est Belle by Lancome 3.4 Oz – Women's L'eau De Parfum, Sealed Freshness",Eau de Parfum,49.99,US $49.99/ea,5.0,5 available / 127 sold,127.0,"Dearborn, Michigan, United States",Women,2024
Valentino,Valentino Donna Born In Roma Eau De Parfum  2ML Spray For Women,Eau de Parfum,9.7,US $9.70,10.0,More than 10 available / 2 sold,2.0,"Miami, Florida, United States",Women,2024
Thierry Mugler,ANGEL Thierry Mugler Eau De parfum Spray Women's 3.4 oz / 100 ml New Sealed Box,Eau de Parfum,44.99,US $44.99,8.0,8 available / 232 sold,232.0,"Las Vegas, Nevada, United States",Women,2024
Ellis Brooklyn,NWB Ellis Brooklyn Miami Nectar Eau de Parfum - Travel Size - Set of 2,Eau de Parfum,33.0,US $33.00,0.0,,0.0,"Cranford, New Jersey, United States",Women,2024
Ariana Grande,Cloud by Ariana Grande 3.4 oz / 100 ML EDP Perfume for Women New In Box Sealed,Eau de Parfum,33.8,US $33.80/ea,8.0,8 available / 303 sold,303.0,"Sayreville, New Jersey, United States",Women,2024
Lattafa,Fakhar by Lattafa 3.4 oz / 100 ml EDP Spray for Men,Eau de Parfum,22.99,US $22.99/ea,10.0,More than 10 available / 8 sold,8.0,"New York, New York, United States",Women,2024
As Show,J'adore 3.4 oz/100 ml Eau De Parfum EDP Women Spray Gift For Her New & Sealed US,Eau de Parfum,49.99,US $49.99,8.0,8 available / 22 sold,22.0,"USA, New Jersey, Hong Kong",Women,2024
Elizabeth Taylor,Forever Elizabeth by Elizabeth Taylor 3.4 oz Spray edp 3.3 Perfume NEW in Box,"Perfume, Eau de Parfum",17.89,US $17.89/ea,71.0,"71 available / 5,263 sold",5263.0,"Dallas, Texas, United States",Women,2024
Burberry,Brit Sheer by Burberry 3.3 / 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,35.09,US $35.09/ea,45.0,45 available / 755 sold,755.0,"Dallas, Texas, United States",Women,2024
Calvin Klein,OBSESSION NIGHT by Calvin Klein Perfume for Women 3.3 / 3.4 oz EDP New in Box,Eau de Parfum,25.57,US $25.57/ea,194.0,194 available / 472 sold,472.0,"Dallas, Texas, United States",Women,2024
Elizabeth Taylor,BRILLIANT White Diamonds Elizabeth Taylor women 3.3 oz 3.4 edt NEW IN BOX,Eau de Toilette,16.44,US $16.44/ea,64.0,64 available / 315 sold,315.0,"Dallas, Texas, United States",Women,2024
Generic,LA VIDA BELLA POUR FEMME EAU DE PARFUM SPRAY FOR WOMEN 3.4 Oz / 100 ml BRAND NEW,Eau de Parfum,10.99,US $10.99/ea,10.0,More than 10 available / 29 sold,29.0,"Katy, Texas, United States",Women,2024
Kilian,Kilian Angels' Share Eau De Parfum Sample Spray Vial 1.5ml / 0.05oz,Eau de Parfum,7.99,US $7.99/ea,10.0,More than 10 available / 333 sold,333.0,"Flushing, New York, United States",Women,2024
Thierry Mugler,Alien by Thierry Mugler EDP for Women REFILLABLE 1oz / 30ml *NEW SEALED BOX*,Eau de Parfum,43.99,US $43.99,10.0,More than 10 available / 109 sold,109.0,"Miami, Florida, United States",Women,2024
Al Haramain,Al Haramain Amber Oud White Edition EDP 3.4 oz/ 100ml Perfume Tester,Fragrances,36.65,US $36.65,3.0,3 available / 22 sold,22.0,"Brooklyn, New York, United States",Women,2024
Dolce&Gabbana,Dolce & Gabbana Light Blue  3.3 oz / 3.4 oz EDT Spray for Women Brand New Sealed,"Eau de Toilette, Spray",29.99,US $29.99/ea,10.0,More than 10 available / 315 sold,315.0,"Mogadore, Ohio, United States",Women,2024
As Show,Flora Gorgeous Magnolia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB,Eau de Parfum,54.99,US $54.99,0.0,Last One / 9 sold,9.0,"Ithaca, New York, United States",Women,2024
Parfums de Marly,Parfums De Marly Delina EDP Official Carded Sample Spray 0.05oz / 1.5ml,Eau de Parfum,12.49,US $12.49/ea,8.0,8 available / 490 sold,490.0,"Rocklin, California, United States",Women,2024
Dolce&Gabbana,Dolce & Gabbana The One 2.5 oz / 75 ml Eau De Parfum Spray Women's New & Sealed,Eau de Parfum,49.99,US $49.99/ea,2.0,2 available / 15 sold,15.0,"Dunedin, Florida, United States",Women,2024
Al Rehab,Choco Musk Arabian Perfume Spray- 50ml by Al Rehab by Crown perfumes.,Eau de Parfum,9.25,US $9.25/ea,10.0,More than 10 available / 290 sold,290.0,"Princeton Junction, New Jersey, United States",Women,2024
BYREDO,Byredo Mojave Ghost Eau de Parfum EDP Spray 3.4 oz / 100 ml Perfume for Unisex,Eau de Parfum,100.99,US $100.99,0.0,Last One / 13 sold,13.0,"Oxnard, California, United States",Women,2024
AS SHOWN,New Jo Malone London Wood Sage & Sea Salt Cologne Spray 3.4 oz/ 100 ml for Women,Eau De Cologne,50.68,US $50.68/ea,3.0,3 available / 7 sold,7.0,"Austin, Texas, United States",Women,2024
Huda Beauty Kayali,KAYALI EDEN SPARKLING LYCHEE | 39 Eau de Parfum 0.34 oz SEALED MADE IN FRANCE,Eau de Parfum,42.0,US $42.00,4.0,4 available / 11 sold,11.0,"Nashville, Tennessee, United States",Women,2024
Coach,COACH Floral Blush by Coach perfume for women EDP 3 / 3.0 oz New in Box,Eau de Parfum,38.92,US $38.92/ea,141.0,"141 available / 2,515 sold",2515.0,"Dallas, Texas, United States",Women,2024
As Show,3.3 oz 100 ml Flora Gorgeous Gardena Eau De Parfum EDP For Women New In Box,Eau de Parfum,49.99,US $49.99,4.0,4 available / 46 sold,46.0,"HongKong, Hong Kong",Women,2024
Unbranded,Versace Dylan 3.4 oz Eau de Parfum Spray Parfume Fragrances for Women Purple,Eau de Parfum,58.99,US $58.99,10.0,More than 10 available / 12 sold,12.0,"College Point, New York, United States",Women,2024
Versace,VERSACE WOMAN by Gianni Versace Perfume for Women EDP 3.4 oz New in Box SEALED,Eau de Parfum,33.38,US $33.38/ea,76.0,"76 available / 2,715 sold",2715.0,"Dallas, Texas, United States",Women,2024
Dolce&Gabbana,Light Blue by Dolce & Gabbana 3.3 / 3.4 oz EDT Perfume for Women New In Box,"Eau de Toilette, Spray",29.65,US $29.65,6.0,6 available / 821 sold,821.0,"Hamtramck, Michigan, United States",Women,2024
Evyan,White Shoulders 4.5 oz Perfume for Women Eau de Cologne Spray New In Box,Eau de Cologne,18.63,US $18.63/ea,13.0,"13 available / 3,185 sold",3185.0,"Dallas, Texas, United States",Women,2024
Estée Lauder,Beautiful by Estee Lauder 2.5 oz / 75ml EDP Perfume For Women Brand New Sealed!!,Eau de Parfum,28.05,US $28.05/ea,8.0,8 available / 299 sold,299.0,"Grand Rapids, Michigan, United States",Women,2024
Juliette has a gun,Juliette Has A Gun Not a Perfume Eau De Parfum 3.3 fl. oz / 100 ml Spray Women,Eau de Parfum,55.1,US $55.10,0.0,Last One / 39 sold,39.0,"Brenham, Texas, United States",Women,2024
Lake&skye,Lake & Skye 11 11 Eau De Parfum 3.4oz  (WITHOUT BOX),Eau de Parfum,99.99,US $99.99/ea,2.0,2 available / 3 sold,3.0,"Elgin, Illinois, United States",Women,2024
Unbranded,SOL DE JANEIRO Brazilian Crush 39 Perfume Body Mist Fragrance 3.4floz New in Box,Perfume,19.75,US $19.75,10.0,More than 10 available / 33 sold,33.0,"California,United States,HK, Hong Kong",Women,2024
Burberry,Burberry Weekend by Burberry 3.3 / 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,34.08,US $34.08/ea,0.0,"Limited quantity available / 4,332 sold",4332.0,"Hackensack, New Jersey, United States",Women,2024
Frederic Malle,Portrait of a Lady By Frederic Malle Eau De Parfum Sample Spray 1.2ml / 0.04oz,Eau de Parfum,12.95,US $12.95/ea,4.0,4 available / 73 sold,73.0,"Pearland, Texas, United States",Women,2024
Marilyn Miglin,SEALED DEAL Marilyn Miglin HUGE 3.4 Oz Pherómone Eau de Parfum PHEROMONE,Eau de Parfum,30.0,US $30.00,3.0,3 available / 4 sold,4.0,"Bluff City, Tennessee, United States",Women,2024
Aquolina,Pink Sugar hair perfume by Aquolina for women 3.4 oz EDP New,Hair Perfume,12.36,US $12.36/ea,417.0,"417 available / 1,130 sold",1130.0,"Dallas, Texas, United States",Women,2024
Gucci,Gucci Bamboo by Gucci 2.5 oz Eau De Parfum Spray for Women New & Sealed,Eau de Parfum,43.99,US $43.99/ea,2.0,2 available / 136 sold,136.0,"Thomasville, Alabama, United States",Women,2024
Thierry Mugler,"Angel Perfume by Thierry Mugler, 3.4 oz Refillable EDP BRAND NEW SEALED IN BOX",Eau de Parfum,51.99,US $51.99/ea,3.0,3 available / 179 sold,179.0,"Warren, Michigan, United States",Women,2024
Jo Malone,Jo Malone Orange Blossom  Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,US $79.99,10.0,More than 10 available / 15 sold,15.0,"Las Vegas, Nevada, United States",Women,2024
Gucci,Gucci Bamboo 2.5oz Women's Eau de Parfum Spray New Sealed,Eau de Parfum,43.69,US $43.69/ea,6.0,6 available / 18 sold,18.0,"Dearborn Heights, Michigan, United States",Women,2024
Perry Ellis,360 by Perry Ellis Perfume 6.7 oz for Women edt NEW IN BOX,Eau de Toilette,35.39,US $35.39/ea,31.0,"31 available / 2,209 sold",2209.0,"Dallas, Texas, United States",Women,2024
Estée Lauder,Pleasures by Estee Lauder 3.4 oz EDP Perfume for Women New In Box,"Eau de Parfum, Spray",34.28,US $34.28/ea,0.0,"Limited quantity available / 5,901 sold",5901.0,"Hackensack, New Jersey, United States",Women,2024
Dolce & Gabbana,The One by Dolce & Gabbana 2.5 oz EDP Perfume for Women Brand New Tester,Eau de Parfum,43.32,US $43.32/ea,0.0,Limited quantity available / 252 sold,252.0,"Hackensack, New Jersey, United States",Women,2024
Giorgio² Armani,My Way by Giorgio Armani 3oz 90ml EDP Perfume for Women Spray New In Box,Eau de Parfum,41.99,US $41.99,3.0,3 available / 7 sold,7.0,"Middle Grove, New York, United States",Women,2024
Ariana Grande,Cloud 2.0 Intense by Ariana Grande 3.4 oz Eau De Parfum Spray New & Sealed,Eau de Parfum,29.49,US $29.49/ea,5.0,5 available / 45 sold,45.0,"Clearwater, Florida, United States",Women,2024
Carolina Herrera,GOOD GIRL CAROLINA HERRERA 2.7 OZ / 80 ML EDP NEW FACTORY SEALED FREE SHIPPING,Eau de Parfum,41.99,US $41.99/ea,4.0,4 available / 369 sold,369.0,"Chico, California, United States",Women,2024
Armaf,Club de Nuit by Armaf perfume for women EDP 6.8 oz New in Box,Eau de Parfum,36.59,US $36.59/ea,175.0,175 available / 931 sold,931.0,"Dallas, Texas, United States",Women,2024
Ariana Grande,"Ariana Grande Cloud - Dreamy 3.4oz Women's Eau de Parfum, New in Box",Eau de Parfum,33.99,US $33.99/ea,3.0,3 available / 40 sold,40.0,"Dearborn Heights, Michigan, United States",Women,2024
Lancôme,Tresor by Lancome for Women EDP Spray 3.4 oz / 100 ml New In Box,Eau de Parfum,41.99,US $41.99,0.0,Last One / 220 sold,220.0,"Jamaica, New York, United States",Women,2024
Giorgio Armani,Giorgio Armani My Way for Women 3 fl.oz Eau de Parfum Spray,Eau de Parfum,49.0,US $49.00/ea,7.0,7 available / 13 sold,13.0,"Wytheville, Virginia, United States",Women,2024
Lattafa Perfumes,"Lattafa Perfumes Mayar EDP - Eau De Parfum Women 100ml(3.4 oz) | Lychee, white f",Eau de Parfum,26.99,US $26.99/ea,6.0,6 available / 155 sold,155.0,"Melissa, Texas, United States",Women,2024
ALFRED SUNG,Sung by Alfred Sung for women EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,15.99,US $15.99/ea,216.0,"216 available / 1,107 sold",1107.0,"Dallas, Texas, United States",Women,2024
Elizabeth Taylor,White Diamonds by Elizabeth Taylor 3.3 3.4 oz EDT Perfume for Women New Tester,Eau de Toilette,19.68,US $19.68,10.0,"More than 10 available / 10,259 sold",10259.0,"Hackensack, New Jersey, United States",Women,2024
Coach,Coach Wild Rose 3 oz EDP Perfume for Women New In Box,Eau de Parfum,42.28,US $42.28,0.0,Last One / 796 sold,796.0,"Hackensack, New Jersey, United States",Women,2024
Donna Karan,Donna karen Cashmere Mist Deodorant 1.7oz,Cream,26.99,US $26.99,10.0,More than 10 available / 69 sold,69.0,"Chicago, Illinois, United States",Women,2024
Katy Perry,MEOW by KATY PERRY Eau de Parfum 3.4 oz for 3.3 Women NEW IN BOX,Eau de Parfum,23.75,US $23.75/ea,132.0,132 available / 417 sold,417.0,"Dallas, Texas, United States",Women,2024
Carolina Herrera,Carolina Herrera Good Girl Blush Eau de Parfum 0.24 Oz 7 mL Splash Dabber Travel,Eau de Parfum,18.99,US $18.99/ea,10.0,More than 10 available / 25 sold,25.0,"Potomac, Maryland, United States",Women,2024
Clinique,Aromatics Elixir by Clinique 3.4 oz/100 ml Perfume Spray for Women,Perfume,33.0,US $33.00/ea,10.0,10 available / 232 sold,232.0,"Katy, Texas, United States",Women,2024
Lancôme,La Vie Est Belle By Lancome 3.4 Fl oz Spray Eau De Parfum Women's New & Sealed,Eau de Parfum,41.49,US $41.49,0.0,Last One / 61 sold,61.0,"Ecorse, Michigan, United States",Women,2024
Calvin Klein,Eternity by CK Calvin Klein 3.4 oz EDP Perfume for Women Tester,Eau de Parfum,32.12,US $32.12,0.0,"Limited quantity available / 7,018 sold",7018.0,"Hackensack, New Jersey, United States",Women,2024
AS SHOWN,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray for Women USA New In Box,Eau de Parfum,55.39,US $55.39,0.0,Last One / 6 sold,6.0,"Cayuga, New York, United States",Women,2024
